#Class	ID	Enh	Prom	TX	Tx_expression	Gene_expression	DNase_Enh	DNase_Prom	H4K20me1_Enh	H4K20me1_Prom	H3K9me3_Enh	H3K9me3_Prom	H3K9ac_Enh	H3K9ac_Prom	H3K79me2_Enh	H3K79me2_Prom	H3K4me3_Enh	H3K4me3_Prom	H3K4me2_Enh	H3K4me2_Prom	H3K4me1_Enh	H3K4me1_Prom	H3K36me3_Enh	H3K36me3_Prom	H3K27me3_Enh	H3K27me3_Prom	H3K27ac_Enh	H3K27ac_Prom	H2A.Z_Enh	H2A.Z_Prom	CTCF_Enh	CTCF_Prom	HiC_Contact
0	0:chr10:80858178:80858823:chr10:81107219:81107219:PPIF	chr10:80858178:80858823	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	3966.46	14691.79	2663.46	363.45	244.78	153.05	815.44	12088.26	6190.8	2334.81	476.55	14014.57	1662.57	7041.42	3999.56	1522.83	710.61	202.41	247.42	173.18	1579.74	11604.13	503.73	2600.04	3287.0	40052.0	10.184366226196
0	0:chr10:80858178:80858823:chr10:81107219:81107219:PPIF	chr10:80858178:80858823	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	3966.46	9807.86	2663.46	438.33	244.78	165.46	815.44	22069.24	6190.8	4837.53	476.55	25881.28	1662.57	11660.93	3999.56	1565.18	710.61	229.14	247.42	184.7	1579.74	21470.94	503.73	4122.42	3287.0	12985.0	10.184366226196
0	0:chr10:80876047:80876993:chr10:81107219:81107219:PPIF	chr10:80876047:80876993	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	2321.24	14664.5	2963.95	353.5	278.7	149.0	906.06	10210.25	5373.23	1880.5	642.51	11989.25	1704.73	6270.25	5594.62	1685.0	945.64	200.5	311.62	170.5	2300.9	9886.75	691.6	2362.0	3066.0	40575.0	8.8740186691284
0	0:chr10:80876047:80876993:chr10:81107219:81107219:PPIF	chr10:80876047:80876993	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	2321.24	14683.85	2963.95	356.65	278.7	150.35	906.06	10749.26	5373.23	2013.79	642.51	12572.63	1704.73	6492.1	5594.62	1635.41	945.64	200.95	311.62	171.4	2300.9	10382.47	691.6	2428.06	3066.0	40505.0	8.8740186691284
0	0:chr10:80876047:80876993:chr10:81107219:81107219:PPIF	chr10:80876047:80876993	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	2321.24	14691.79	2963.95	363.45	278.7	153.05	906.06	12088.26	5373.23	2334.81	642.51	14014.57	1704.73	7041.42	5594.62	1522.83	945.64	202.41	311.62	173.18	2300.9	11604.13	691.6	2600.04	3066.0	40052.0	8.8740186691284
0	0:chr10:80876047:80876993:chr10:81107219:81107219:PPIF	chr10:80876047:80876993	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	2321.24	9807.86	2963.95	438.33	278.7	165.46	906.06	22069.24	5373.23	4837.53	642.51	25881.28	1704.73	11660.93	5594.62	1565.18	945.64	229.14	311.62	184.7	2300.9	21470.94	691.6	4122.42	3066.0	12985.0	8.8740186691284
0	0:chr10:80897487:80897987:chr10:81107219:81107219:PPIF	chr10:80897487:80897987	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	4535.27	14664.5	617.04	353.5	153.33	149.0	2343.22	10210.25	1054.66	1880.5	2244.53	11989.25	2883.56	6270.25	7064.68	1685.0	279.4	200.5	241.19	170.5	5537.31	9886.75	1086.28	2362.0	1332.0	40575.0	7.9819140434265
0	0:chr10:80897487:80897987:chr10:81107219:81107219:PPIF	chr10:80897487:80897987	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	4535.27	14683.85	617.04	356.65	153.33	150.35	2343.22	10749.26	1054.66	2013.79	2244.53	12572.63	2883.56	6492.1	7064.68	1635.41	279.4	200.95	241.19	171.4	5537.31	10382.47	1086.28	2428.06	1332.0	40505.0	7.9819140434265
0	0:chr10:80897487:80897987:chr10:81107219:81107219:PPIF	chr10:80897487:80897987	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	4535.27	14691.79	617.04	363.45	153.33	153.05	2343.22	12088.26	1054.66	2334.81	2244.53	14014.57	2883.56	7041.42	7064.68	1522.83	279.4	202.41	241.19	173.18	5537.31	11604.13	1086.28	2600.04	1332.0	40052.0	7.9819140434265
0	0:chr10:80897487:80897987:chr10:81107219:81107219:PPIF	chr10:80897487:80897987	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	4535.27	9807.86	617.04	438.33	153.33	165.46	2343.22	22069.24	1054.66	4837.53	2244.53	25881.28	2883.56	11660.93	7064.68	1565.18	279.4	229.14	241.19	184.7	5537.31	21470.94	1086.28	4122.42	1332.0	12985.0	7.9819140434265
0	0:chr10:80909612:80910112:chr10:81107219:81107219:PPIF	chr10:80909612:80910112	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	3876.4	14664.5	402.79	353.5	195.39	149.0	1156.38	10210.25	555.77	1880.5	849.4	11989.25	2030.49	6270.25	6846.4	1685.0	390.2	200.5	189.4	170.5	4861.27	9886.75	843.54	2362.0	323.0	40575.0	8.519495010376
0	0:chr10:80909612:80910112:chr10:81107219:81107219:PPIF	chr10:80909612:80910112	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	3876.4	14683.85	402.79	356.65	195.39	150.35	1156.38	10749.26	555.77	2013.79	849.4	12572.63	2030.49	6492.1	6846.4	1635.41	390.2	200.95	189.4	171.4	4861.27	10382.47	843.54	2428.06	323.0	40505.0	8.519495010376
0	0:chr10:80909612:80910112:chr10:81107219:81107219:PPIF	chr10:80909612:80910112	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	3876.4	14691.79	402.79	363.45	195.39	153.05	1156.38	12088.26	555.77	2334.81	849.4	14014.57	2030.49	7041.42	6846.4	1522.83	390.2	202.41	189.4	173.18	4861.27	11604.13	843.54	2600.04	323.0	40052.0	8.519495010376
0	0:chr10:80909612:80910112:chr10:81107219:81107219:PPIF	chr10:80909612:80910112	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	3876.4	9807.86	402.79	438.33	195.39	165.46	1156.38	22069.24	555.77	4837.53	849.4	25881.28	2030.49	11660.93	6846.4	1565.18	390.2	229.14	189.4	184.7	4861.27	21470.94	843.54	4122.42	323.0	12985.0	8.519495010376
0	0:chr10:80938532:80939032:chr10:81107219:81107219:PPIF	chr10:80938532:80939032	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	4759.64	14664.5	965.17	353.5	180.95	149.0	456.43	10210.25	442.55	1880.5	274.44	11989.25	815.68	6270.25	1473.61	1685.0	607.34	200.5	189.17	170.5	2284.75	9886.75	390.17	2362.0	852.0	40575.0	4.8771848678589
0	0:chr10:80938532:80939032:chr10:81107219:81107219:PPIF	chr10:80938532:80939032	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	4759.64	14683.85	965.17	356.65	180.95	150.35	456.43	10749.26	442.55	2013.79	274.44	12572.63	815.68	6492.1	1473.61	1635.41	607.34	200.95	189.17	171.4	2284.75	10382.47	390.17	2428.06	852.0	40505.0	4.8771848678589
0	0:chr10:80938532:80939032:chr10:81107219:81107219:PPIF	chr10:80938532:80939032	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	4759.64	14691.79	965.17	363.45	180.95	153.05	456.43	12088.26	442.55	2334.81	274.44	14014.57	815.68	7041.42	1473.61	1522.83	607.34	202.41	189.17	173.18	2284.75	11604.13	390.17	2600.04	852.0	40052.0	4.8771848678589
0	0:chr10:80938532:80939032:chr10:81107219:81107219:PPIF	chr10:80938532:80939032	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	4759.64	9807.86	965.17	438.33	180.95	165.46	456.43	22069.24	442.55	4837.53	274.44	25881.28	815.68	11660.93	1473.61	1565.18	607.34	229.14	189.17	184.7	2284.75	21470.94	390.17	4122.42	852.0	12985.0	4.8771848678589
0	0:chr10:80953729:80954229:chr10:81107219:81107219:PPIF	chr10:80953729:80954229	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	1086.59	14664.5	877.23	353.5	174.0	149.0	224.33	10210.25	509.09	1880.5	151.41	11989.25	176.31	6270.25	1498.12	1685.0	477.46	200.5	222.47	170.5	232.39	9886.75	193.16	2362.0	708.0	40575.0	9.6323394775391
0	0:chr10:80953729:80954229:chr10:81107219:81107219:PPIF	chr10:80953729:80954229	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	1086.59	14683.85	877.23	356.65	174.0	150.35	224.33	10749.26	509.09	2013.79	151.41	12572.63	176.31	6492.1	1498.12	1635.41	477.46	200.95	222.47	171.4	232.39	10382.47	193.16	2428.06	708.0	40505.0	9.6323394775391
0	0:chr10:80953729:80954229:chr10:81107219:81107219:PPIF	chr10:80953729:80954229	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	1086.59	14691.79	877.23	363.45	174.0	153.05	224.33	12088.26	509.09	2334.81	151.41	14014.57	176.31	7041.42	1498.12	1522.83	477.46	202.41	222.47	173.18	232.39	11604.13	193.16	2600.04	708.0	40052.0	9.6323394775391
0	0:chr10:80953729:80954229:chr10:81107219:81107219:PPIF	chr10:80953729:80954229	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	1086.59	9807.86	877.23	438.33	174.0	165.46	224.33	22069.24	509.09	4837.53	151.41	25881.28	176.31	11660.93	1498.12	1565.18	477.46	229.14	222.47	184.7	232.39	21470.94	193.16	4122.42	708.0	12985.0	9.6323394775391
0	0:chr10:80955122:80955622:chr10:81107219:81107219:PPIF	chr10:80955122:80955622	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	5678.57	14664.5	1025.18	353.5	117.43	149.0	271.07	10210.25	274.89	1880.5	169.35	11989.25	333.14	6270.25	1857.96	1685.0	276.26	200.5	195.75	170.5	300.87	9886.75	245.4	2362.0	78564.0	40575.0	8.9661502838135
0	0:chr10:80955122:80955622:chr10:81107219:81107219:PPIF	chr10:80955122:80955622	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	5678.57	14683.85	1025.18	356.65	117.43	150.35	271.07	10749.26	274.89	2013.79	169.35	12572.63	333.14	6492.1	1857.96	1635.41	276.26	200.95	195.75	171.4	300.87	10382.47	245.4	2428.06	78564.0	40505.0	8.9661502838135
0	0:chr10:80955122:80955622:chr10:81107219:81107219:PPIF	chr10:80955122:80955622	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	5678.57	14691.79	1025.18	363.45	117.43	153.05	271.07	12088.26	274.89	2334.81	169.35	14014.57	333.14	7041.42	1857.96	1522.83	276.26	202.41	195.75	173.18	300.87	11604.13	245.4	2600.04	78564.0	40052.0	8.9661502838135
0	0:chr10:80955122:80955622:chr10:81107219:81107219:PPIF	chr10:80955122:80955622	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	5678.57	9807.86	1025.18	438.33	117.43	165.46	271.07	22069.24	274.89	4837.53	169.35	25881.28	333.14	11660.93	1857.96	1565.18	276.26	229.14	195.75	184.7	300.87	21470.94	245.4	4122.42	78564.0	12985.0	8.9661502838135
0	0:chr10:80956415:80956915:chr10:81107219:81107219:PPIF	chr10:80956415:80956915	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	2375.0	14664.5	1519.35	353.5	125.95	149.0	162.7	10210.25	380.8	1880.5	97.2	11989.25	109.0	6270.25	585.35	1685.0	700.4	200.5	173.6	170.5	166.5	9886.75	160.25	2362.0	60544.0	40575.0	8.9661502838135
0	0:chr10:80956415:80956915:chr10:81107219:81107219:PPIF	chr10:80956415:80956915	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	2375.0	14683.85	1519.35	356.65	125.95	150.35	162.7	10749.26	380.8	2013.79	97.2	12572.63	109.0	6492.1	585.35	1635.41	700.4	200.95	173.6	171.4	166.5	10382.47	160.25	2428.06	60544.0	40505.0	8.9661502838135
0	0:chr10:80956415:80956915:chr10:81107219:81107219:PPIF	chr10:80956415:80956915	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	2375.0	14691.79	1519.35	363.45	125.95	153.05	162.7	12088.26	380.8	2334.81	97.2	14014.57	109.0	7041.42	585.35	1522.83	700.4	202.41	173.6	173.18	166.5	11604.13	160.25	2600.04	60544.0	40052.0	8.9661502838135
0	0:chr10:80956415:80956915:chr10:81107219:81107219:PPIF	chr10:80956415:80956915	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	2375.0	9807.86	1519.35	438.33	125.95	165.46	162.7	22069.24	380.8	4837.53	97.2	25881.28	109.0	11660.93	585.35	1565.18	700.4	229.14	173.6	184.7	166.5	21470.94	160.25	4122.42	60544.0	12985.0	8.9661502838135
0	0:chr10:80962024:80962709:chr10:81107219:81107219:PPIF	chr10:80962024:80962709	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	1175.66	14664.5	896.21	353.5	226.72	149.0	304.29	10210.25	463.66	1880.5	196.82	11989.25	221.6	6270.25	486.6	1685.0	2015.99	200.5	235.68	170.5	285.94	9886.75	255.35	2362.0	32265.0	40575.0	7.4765310287476
0	0:chr10:80962024:80962709:chr10:81107219:81107219:PPIF	chr10:80962024:80962709	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	1175.66	14683.85	896.21	356.65	226.72	150.35	304.29	10749.26	463.66	2013.79	196.82	12572.63	221.6	6492.1	486.6	1635.41	2015.99	200.95	235.68	171.4	285.94	10382.47	255.35	2428.06	32265.0	40505.0	7.4765310287476
0	0:chr10:80962024:80962709:chr10:81107219:81107219:PPIF	chr10:80962024:80962709	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	1175.66	14691.79	896.21	363.45	226.72	153.05	304.29	12088.26	463.66	2334.81	196.82	14014.57	221.6	7041.42	486.6	1522.83	2015.99	202.41	235.68	173.18	285.94	11604.13	255.35	2600.04	32265.0	40052.0	7.4765310287476
0	0:chr10:80962024:80962709:chr10:81107219:81107219:PPIF	chr10:80962024:80962709	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	1175.66	9807.86	896.21	438.33	226.72	165.46	304.29	22069.24	463.66	4837.53	196.82	25881.28	221.6	11660.93	486.6	1565.18	2015.99	229.14	235.68	184.7	285.94	21470.94	255.35	4122.42	32265.0	12985.0	7.4765310287476
0	0:chr10:80967596:80968096:chr10:81107219:81107219:PPIF	chr10:80967596:80968096	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	308.02	14664.5	405.81	353.5	177.44	149.0	305.95	10210.25	254.9	1880.5	157.54	11989.25	280.3	6270.25	408.89	1685.0	820.68	200.5	190.86	170.5	165.15	9886.75	187.91	2362.0	88.0	40575.0	13.038343429565
0	0:chr10:80967596:80968096:chr10:81107219:81107219:PPIF	chr10:80967596:80968096	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	308.02	14683.85	405.81	356.65	177.44	150.35	305.95	10749.26	254.9	2013.79	157.54	12572.63	280.3	6492.1	408.89	1635.41	820.68	200.95	190.86	171.4	165.15	10382.47	187.91	2428.06	88.0	40505.0	13.038343429565
0	0:chr10:80967596:80968096:chr10:81107219:81107219:PPIF	chr10:80967596:80968096	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	308.02	14691.79	405.81	363.45	177.44	153.05	305.95	12088.26	254.9	2334.81	157.54	14014.57	280.3	7041.42	408.89	1522.83	820.68	202.41	190.86	173.18	165.15	11604.13	187.91	2600.04	88.0	40052.0	13.038343429565
0	0:chr10:80967596:80968096:chr10:81107219:81107219:PPIF	chr10:80967596:80968096	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	308.02	9807.86	405.81	438.33	177.44	165.46	305.95	22069.24	254.9	4837.53	157.54	25881.28	280.3	11660.93	408.89	1565.18	820.68	229.14	190.86	184.7	165.15	21470.94	187.91	4122.42	88.0	12985.0	13.038343429565
0	0:chr10:80988670:80989170:chr10:81107219:81107219:PPIF	chr10:80988670:80989170	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	1328.25	14664.5	462.9	353.5	143.65	149.0	309.8	10210.25	233.35	1880.5	139.95	11989.25	250.9	6270.25	1093.2	1685.0	1291.05	200.5	161.25	170.5	526.1	9886.75	210.4	2362.0	349.0	40575.0	18.592054367065
0	0:chr10:80988670:80989170:chr10:81107219:81107219:PPIF	chr10:80988670:80989170	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	1328.25	14683.85	462.9	356.65	143.65	150.35	309.8	10749.26	233.35	2013.79	139.95	12572.63	250.9	6492.1	1093.2	1635.41	1291.05	200.95	161.25	171.4	526.1	10382.47	210.4	2428.06	349.0	40505.0	18.592054367065
0	0:chr10:80988670:80989170:chr10:81107219:81107219:PPIF	chr10:80988670:80989170	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	1328.25	14691.79	462.9	363.45	143.65	153.05	309.8	12088.26	233.35	2334.81	139.95	14014.57	250.9	7041.42	1093.2	1522.83	1291.05	202.41	161.25	173.18	526.1	11604.13	210.4	2600.04	349.0	40052.0	18.592054367065
0	0:chr10:80988670:80989170:chr10:81107219:81107219:PPIF	chr10:80988670:80989170	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	1328.25	9807.86	462.9	438.33	143.65	165.46	309.8	22069.24	233.35	4837.53	139.95	25881.28	250.9	11660.93	1093.2	1565.18	1291.05	229.14	161.25	184.7	526.1	21470.94	210.4	4122.42	349.0	12985.0	18.592054367065
0	0:chr10:81001889:81002389:chr10:81107219:81107219:PPIF	chr10:81001889:81002389	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	6659.81	14664.5	427.89	353.5	163.58	149.0	2817.0	10210.25	626.03	1880.5	9696.41	11989.25	6146.1	6270.25	2769.37	1685.0	243.18	200.5	231.7	170.5	3721.32	9886.75	1044.51	2362.0	1687.0	40575.0	32.856887817383
0	0:chr10:81001889:81002389:chr10:81107219:81107219:PPIF	chr10:81001889:81002389	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	6659.81	14683.85	427.89	356.65	163.58	150.35	2817.0	10749.26	626.03	2013.79	9696.41	12572.63	6146.1	6492.1	2769.37	1635.41	243.18	200.95	231.7	171.4	3721.32	10382.47	1044.51	2428.06	1687.0	40505.0	32.856887817383
0	0:chr10:81001889:81002389:chr10:81107219:81107219:PPIF	chr10:81001889:81002389	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	6659.81	14691.79	427.89	363.45	163.58	153.05	2817.0	12088.26	626.03	2334.81	9696.41	14014.57	6146.1	7041.42	2769.37	1522.83	243.18	202.41	231.7	173.18	3721.32	11604.13	1044.51	2600.04	1687.0	40052.0	32.856887817383
0	0:chr10:81001889:81002389:chr10:81107219:81107219:PPIF	chr10:81001889:81002389	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	6659.81	9807.86	427.89	438.33	163.58	165.46	2817.0	22069.24	626.03	4837.53	9696.41	25881.28	6146.1	11660.93	2769.37	1565.18	243.18	229.14	231.7	184.7	3721.32	21470.94	1044.51	4122.42	1687.0	12985.0	32.856887817383
0	0:chr10:81002423:81002923:chr10:81107219:81107219:PPIF	chr10:81002423:81002923	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	5219.24	14664.5	330.3	353.5	176.89	149.0	4628.77	10210.25	674.76	1880.5	13996.11	11989.25	4599.77	6270.25	1248.45	1685.0	247.66	200.5	217.18	170.5	4060.84	9886.75	769.85	2362.0	2304.0	40575.0	32.856887817383
0	0:chr10:81002423:81002923:chr10:81107219:81107219:PPIF	chr10:81002423:81002923	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	5219.24	14683.85	330.3	356.65	176.89	150.35	4628.77	10749.26	674.76	2013.79	13996.11	12572.63	4599.77	6492.1	1248.45	1635.41	247.66	200.95	217.18	171.4	4060.84	10382.47	769.85	2428.06	2304.0	40505.0	32.856887817383
0	0:chr10:81002423:81002923:chr10:81107219:81107219:PPIF	chr10:81002423:81002923	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	5219.24	14691.79	330.3	363.45	176.89	153.05	4628.77	12088.26	674.76	2334.81	13996.11	14014.57	4599.77	7041.42	1248.45	1522.83	247.66	202.41	217.18	173.18	4060.84	11604.13	769.85	2600.04	2304.0	40052.0	32.856887817383
0	0:chr10:81002423:81002923:chr10:81107219:81107219:PPIF	chr10:81002423:81002923	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	5219.24	9807.86	330.3	438.33	176.89	165.46	4628.77	22069.24	674.76	4837.53	13996.11	25881.28	4599.77	11660.93	1248.45	1565.18	247.66	229.14	217.18	184.7	4060.84	21470.94	769.85	4122.42	2304.0	12985.0	32.856887817383
0	0:chr10:81004281:81005113:chr10:81107219:81107219:PPIF	chr10:81004281:81005113	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	8934.98	14664.5	3266.7	353.5	331.44	149.0	8309.67	10210.25	5655.19	1880.5	5871.7	11989.25	12041.54	6270.25	14280.51	1685.0	834.88	200.5	287.25	170.5	17198.05	9886.75	644.58	2362.0	4659.0	40575.0	32.856887817383
0	0:chr10:81004281:81005113:chr10:81107219:81107219:PPIF	chr10:81004281:81005113	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	8934.98	14683.85	3266.7	356.65	331.44	150.35	8309.67	10749.26	5655.19	2013.79	5871.7	12572.63	12041.54	6492.1	14280.51	1635.41	834.88	200.95	287.25	171.4	17198.05	10382.47	644.58	2428.06	4659.0	40505.0	32.856887817383
0	0:chr10:81004281:81005113:chr10:81107219:81107219:PPIF	chr10:81004281:81005113	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	8934.98	14691.79	3266.7	363.45	331.44	153.05	8309.67	12088.26	5655.19	2334.81	5871.7	14014.57	12041.54	7041.42	14280.51	1522.83	834.88	202.41	287.25	173.18	17198.05	11604.13	644.58	2600.04	4659.0	40052.0	32.856887817383
0	0:chr10:81004281:81005113:chr10:81107219:81107219:PPIF	chr10:81004281:81005113	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	8934.98	9807.86	3266.7	438.33	331.44	165.46	8309.67	22069.24	5655.19	4837.53	5871.7	25881.28	12041.54	11660.93	14280.51	1565.18	834.88	229.14	287.25	184.7	17198.05	21470.94	644.58	4122.42	4659.0	12985.0	32.856887817383
0	0:chr10:81007491:81008629:chr10:81107219:81107219:PPIF	chr10:81007491:81008629	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	12771.76	14664.5	3812.23	353.5	424.53	149.0	8854.85	10210.25	6604.43	1880.5	3577.19	11989.25	12994.01	6270.25	18187.95	1685.0	909.81	200.5	392.69	170.5	30634.9	9886.75	1077.9	2362.0	2118.0	40575.0	35.956199645996
0	0:chr10:81007491:81008629:chr10:81107219:81107219:PPIF	chr10:81007491:81008629	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	12771.76	14683.85	3812.23	356.65	424.53	150.35	8854.85	10749.26	6604.43	2013.79	3577.19	12572.63	12994.01	6492.1	18187.95	1635.41	909.81	200.95	392.69	171.4	30634.9	10382.47	1077.9	2428.06	2118.0	40505.0	35.956199645996
0	0:chr10:81007491:81008629:chr10:81107219:81107219:PPIF	chr10:81007491:81008629	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	12771.76	14691.79	3812.23	363.45	424.53	153.05	8854.85	12088.26	6604.43	2334.81	3577.19	14014.57	12994.01	7041.42	18187.95	1522.83	909.81	202.41	392.69	173.18	30634.9	11604.13	1077.9	2600.04	2118.0	40052.0	35.956199645996
0	0:chr10:81007491:81008629:chr10:81107219:81107219:PPIF	chr10:81007491:81008629	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	12771.76	9807.86	3812.23	438.33	424.53	165.46	8854.85	22069.24	6604.43	4837.53	3577.19	25881.28	12994.01	11660.93	18187.95	1565.18	909.81	229.14	392.69	184.7	30634.9	21470.94	1077.9	4122.42	2118.0	12985.0	35.956199645996
0	0:chr10:81009185:81010541:chr10:81107219:81107219:PPIF	chr10:81009185:81010541	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	10574.13	14664.5	3907.13	353.5	390.81	149.0	6301.52	10210.25	5463.63	1880.5	2800.33	11989.25	8336.15	6270.25	18177.39	1685.0	1453.13	200.5	374.48	170.5	27920.51	9886.75	1056.42	2362.0	6993.0	40575.0	35.956199645996
0	0:chr10:81009185:81010541:chr10:81107219:81107219:PPIF	chr10:81009185:81010541	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	10574.13	14683.85	3907.13	356.65	390.81	150.35	6301.52	10749.26	5463.63	2013.79	2800.33	12572.63	8336.15	6492.1	18177.39	1635.41	1453.13	200.95	374.48	171.4	27920.51	10382.47	1056.42	2428.06	6993.0	40505.0	35.956199645996
0	0:chr10:81009185:81010541:chr10:81107219:81107219:PPIF	chr10:81009185:81010541	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	10574.13	14691.79	3907.13	363.45	390.81	153.05	6301.52	12088.26	5463.63	2334.81	2800.33	14014.57	8336.15	7041.42	18177.39	1522.83	1453.13	202.41	374.48	173.18	27920.51	11604.13	1056.42	2600.04	6993.0	40052.0	35.956199645996
0	0:chr10:81009185:81010541:chr10:81107219:81107219:PPIF	chr10:81009185:81010541	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	10574.13	9807.86	3907.13	438.33	390.81	165.46	6301.52	22069.24	5463.63	4837.53	2800.33	25881.28	8336.15	11660.93	18177.39	1565.18	1453.13	229.14	374.48	184.7	27920.51	21470.94	1056.42	4122.42	6993.0	12985.0	35.956199645996
0	0:chr10:81022866:81023366:chr10:81107219:81107219:PPIF	chr10:81022866:81023366	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	1054.23	14664.5	1082.13	353.5	195.24	149.0	594.94	10210.25	1735.19	1880.5	314.05	11989.25	733.74	6270.25	1786.66	1685.0	1415.97	200.5	177.43	170.5	1004.99	9886.75	273.04	2362.0	650.0	40575.0	32.958930969238
0	0:chr10:81022866:81023366:chr10:81107219:81107219:PPIF	chr10:81022866:81023366	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	1054.23	14683.85	1082.13	356.65	195.24	150.35	594.94	10749.26	1735.19	2013.79	314.05	12572.63	733.74	6492.1	1786.66	1635.41	1415.97	200.95	177.43	171.4	1004.99	10382.47	273.04	2428.06	650.0	40505.0	32.958930969238
0	0:chr10:81022866:81023366:chr10:81107219:81107219:PPIF	chr10:81022866:81023366	chr10:81107006:81107506	ENST00000492149.1	2.03	121.82	1054.23	14691.79	1082.13	363.45	195.24	153.05	594.94	12088.26	1735.19	2334.81	314.05	14014.57	733.74	7041.42	1786.66	1522.83	1415.97	202.41	177.43	173.18	1004.99	11604.13	273.04	2600.04	650.0	40052.0	32.958930969238
0	0:chr10:81022866:81023366:chr10:81107219:81107219:PPIF	chr10:81022866:81023366	chr10:81107164:81107664	ENST00000448165.1	73.96	121.82	1054.23	9807.86	1082.13	438.33	195.24	165.46	594.94	22069.24	1735.19	4837.53	314.05	25881.28	733.74	11660.93	1786.66	1565.18	1415.97	229.14	177.43	184.7	1004.99	21470.94	273.04	4122.42	650.0	12985.0	32.958930969238
0	0:chr10:81025788:81026881:chr10:81107219:81107219:PPIF	chr10:81025788:81026881	chr10:81106975:81107475	ENST00000498681.5	16.41	121.82	13672.58	14664.5	2281.31	353.5	384.93	149.0	10219.67	10210.25	2265.13	1880.5	2461.12	11989.25	11218.81	6270.25	16219.61	1685.0	1192.83	200.5	363.54	170.5	24463.25	9886.75	1402.74	2362.0	3786.0	40575.0	35.407665252686
0	0:chr10:81025788:81026881:chr10:81107219:81107219:PPIF	chr10:81025788:81026881	chr10:81106984:81107484	ENST00000225174.7	26.06	121.82	13672.58	14683.85	2281.31	356.65	384.93	150.35	10219.67	10749.26	2265.13	2013.79	2461.12	12572.63	11218.81	6492.1	16219.61	1635.41	1192.83	200.95	363.54	171.4	24463.25	10382.47	1402.74	2428.06	3786.0	40505.0	35.407665252686
